strain_id,well,cu,species,t_capture_h,t_onset_h,max_area,max_chroma,n_tp
296.0,3,30.0,Rhodotorula mucilaginosa,12.0,0.0,6520.0,17.115294963408555,25
296.0,18,0.0,Rhodotorula mucilaginosa,30.0,30.0,39567.0,13.927058830299448,20
296.0,18,5.0,Rhodotorula mucilaginosa,36.0,36.0,50393.0,14.30857850310536,20
296.0,18,10.0,Rhodotorula mucilaginosa,36.0,0.0,43253.0,11.021037017709622,20
296.0,18,15.0,Rhodotorula mucilaginosa,30.0,0.0,32052.0,10.018055641081023,20
296.0,18,20.0,Rhodotorula mucilaginosa,24.0,0.0,25951.0,16.057104067163557,19
296.0,18,25.0,Rhodotorula mucilaginosa,30.0,0.0,16889.0,17.357164713874198,21
296.0,18,30.0,Rhodotorula mucilaginosa,0.0,0.0,3625.0,13.311674265995771,20
296.0,32,0.0,Rhodotorula mucilaginosa,36.0,42.0,33086.0,12.254148109338429,20
296.0,32,5.0,Rhodotorula mucilaginosa,42.0,36.0,45059.0,14.290975709409668,20
296.0,32,10.0,Rhodotorula mucilaginosa,12.0,0.0,3953.0,9.977378167657658,6
296.0,32,20.0,Rhodotorula mucilaginosa,42.0,0.0,26781.0,16.122037561174324,19
296.0,32,30.0,Rhodotorula mucilaginosa,42.0,0.0,4344.0,17.45436058460446,16
296.0,42,0.0,Rhodotorula mucilaginosa,30.0,36.0,33719.0,13.57943942915667,20
296.0,42,5.0,Rhodotorula mucilaginosa,24.0,36.0,24394.0,13.392855793382896,10
296.0,42,15.0,Rhodotorula mucilaginosa,30.0,0.0,44401.0,10.433109102001117,19
296.0,42,20.0,Rhodotorula mucilaginosa,18.0,0.0,26114.0,11.073236928058622,12
296.0,42,25.0,Rhodotorula mucilaginosa,6.0,0.0,3580.0,17.51668351805371,14
296.0,42,30.0,Rhodotorula mucilaginosa,12.0,0.0,9302.0,12.295406261748925,20
297.0,2,25.0,Rhodotorula diobovata,6.0,0.0,1138.0,17.584787542485646,8
297.0,2,30.0,Rhodotorula diobovata,12.0,0.0,4835.0,17.12148411382563,15
297.0,43,0.0,Rhodotorula diobovata,54.0,72.0,14428.0,10.888179110021406,20
297.0,43,5.0,Rhodotorula diobovata,66.0,54.0,32738.0,14.148233207363845,12
297.0,43,10.0,Rhodotorula diobovata,36.0,0.0,45963.0,12.63497689193248,20
297.0,43,15.0,Rhodotorula diobovata,66.0,0.0,21542.0,10.376526835632948,20
297.0,43,20.0,Rhodotorula diobovata,42.0,0.0,44770.0,10.159392433194707,19
297.0,43,25.0,Rhodotorula diobovata,30.0,0.0,40178.0,17.358932987057976,20
297.0,43,30.0,Rhodotorula diobovata,0.0,0.0,967.0,11.180018980437096,20
297.0,46,5.0,Rhodotorula diobovata,0.0,,1173.0,2.4249545380422144,20
297.0,46,10.0,Rhodotorula diobovata,0.0,0.0,1658.0,9.078823442548623,6
297.0,46,25.0,Rhodotorula diobovata,6.0,0.0,2234.5,17.475268468773592,15
297.0,52,0.0,Rhodotorula diobovata,72.0,90.0,5140.0,9.481518487860894,14
297.0,52,5.0,Rhodotorula diobovata,0.0,72.0,5486.0,12.271753739370029,20
297.0,52,10.0,Rhodotorula diobovata,0.0,0.0,3453.0,7.500346893548287,20
297.0,52,15.0,Rhodotorula diobovata,0.0,,1210.0,6.573900526133765,20
297.0,52,20.0,Rhodotorula diobovata,0.0,0.0,1823.0,15.338442520347247,9
297.0,52,25.0,Rhodotorula diobovata,6.0,0.0,781.0,17.16100563355438,13
297.0,52,30.0,Rhodotorula diobovata,0.0,0.0,807.0,11.314419801739158,9
298.0,45,10.0,Rhodotorula mucilaginosa,30.0,48.0,35906.0,12.681016806623688,15
298.0,45,20.0,Rhodotorula mucilaginosa,42.0,102.0,25417.0,8.925162807021662,7
298.0,45,25.0,Rhodotorula mucilaginosa,30.0,0.0,26758.0,17.296504705305033,18
298.0,56,0.0,Rhodotorula mucilaginosa,0.0,42.0,92438.0,12.597728462435496,20
298.0,56,5.0,Rhodotorula mucilaginosa,0.0,36.0,46872.0,14.401957988589013,20
298.0,56,10.0,Rhodotorula mucilaginosa,30.0,0.0,33462.0,13.834757039721357,20
298.0,56,15.0,Rhodotorula mucilaginosa,36.0,0.0,34967.0,12.551721261305252,20
298.0,56,20.0,Rhodotorula mucilaginosa,0.0,0.0,408136.0,16.574156383562777,18
298.0,56,25.0,Rhodotorula mucilaginosa,42.0,0.0,36053.0,17.32535744625135,32
298.0,56,30.0,Rhodotorula mucilaginosa,90.0,0.0,24682.0,17.24439392443114,20
298.0,68,0.0,Rhodotorula mucilaginosa,30.0,42.0,46944.0,13.138836675547116,20
298.0,68,5.0,Rhodotorula mucilaginosa,30.0,42.0,52749.0,15.191497884843953,20
298.0,68,10.0,Rhodotorula mucilaginosa,24.0,0.0,47788.0,10.496682355717088,20
298.0,68,15.0,Rhodotorula mucilaginosa,24.0,0.0,38872.0,9.160201263027664,20
298.0,68,20.0,Rhodotorula mucilaginosa,24.0,0.0,23948.0,14.191702088286563,8
298.0,68,25.0,Rhodotorula mucilaginosa,0.0,0.0,10163.0,16.139700668153065,11
298.0,68,30.0,Rhodotorula mucilaginosa,48.0,0.0,15792.0,14.829197383901237,20
298.0,80,0.0,Rhodotorula mucilaginosa,48.0,48.0,32250.0,12.091700804757217,18
298.0,80,5.0,Rhodotorula mucilaginosa,42.0,36.0,44473.0,14.578064358583406,20
298.0,80,20.0,Rhodotorula mucilaginosa,24.0,6.0,17093.0,12.659510031311749,10
298.0,80,25.0,Rhodotorula mucilaginosa,18.0,0.0,5170.0,17.662550698094318,21
298.0,80,30.0,Rhodotorula mucilaginosa,6.0,6.0,598.0,17.197903115624772,10
299.0,9,0.0,Rhodotorula mucilaginosa,0.0,60.0,44616.0,9.750041347653609,20
299.0,9,5.0,Rhodotorula mucilaginosa,36.0,54.0,36482.0,10.43487232301568,20
299.0,9,10.0,Rhodotorula mucilaginosa,42.0,0.0,30162.0,8.283982369625283,20
299.0,9,15.0,Rhodotorula mucilaginosa,36.0,6.0,30882.0,9.264580574712484,19
299.0,9,20.0,Rhodotorula mucilaginosa,36.0,6.0,24118.0,12.084758880652354,19
299.0,9,25.0,Rhodotorula mucilaginosa,30.0,0.0,19072.0,17.5158628626641,29
299.0,9,30.0,Rhodotorula mucilaginosa,48.0,0.0,6925.0,17.47136426941362,27
299.0,30,0.0,Rhodotorula mucilaginosa,36.0,66.0,37134.0,9.33142819755663,20
299.0,30,5.0,Rhodotorula mucilaginosa,30.0,60.0,47441.0,10.1587234005387,20
299.0,30,10.0,Rhodotorula mucilaginosa,0.0,0.0,9282.0,8.136232249199457,6
299.0,30,20.0,Rhodotorula mucilaginosa,24.0,0.0,33642.0,15.929756069404228,18
299.0,30,25.0,Rhodotorula mucilaginosa,6.0,0.0,2644.5,17.500676974907982,11
299.0,30,30.0,Rhodotorula mucilaginosa,36.0,0.0,11498.0,12.612385201687529,16
299.0,46,0.0,Rhodotorula mucilaginosa,30.0,54.0,38575.0,10.0896138747191,20
299.0,46,5.0,Rhodotorula mucilaginosa,12.0,48.0,29529.0,9.581567690596836,10
299.0,46,15.0,Rhodotorula mucilaginosa,18.0,0.0,43322.0,9.713262514805862,19
299.0,46,20.0,Rhodotorula mucilaginosa,18.0,0.0,30167.0,11.278699004743556,12
299.0,46,25.0,Rhodotorula mucilaginosa,6.0,0.0,12986.0,17.38693867200139,7
299.0,46,30.0,Rhodotorula mucilaginosa,36.0,0.0,21197.0,13.944289966892024,20
299.0,60,0.0,Rhodotorula mucilaginosa,36.0,60.0,36014.0,9.8505019307772,20
299.0,60,5.0,Rhodotorula mucilaginosa,30.0,54.0,44761.0,9.745386579479074,20
299.0,60,10.0,Rhodotorula mucilaginosa,24.0,0.0,42299.0,7.873566391468363,20
299.0,60,15.0,Rhodotorula mucilaginosa,18.0,12.0,37734.0,7.273394767482839,20
299.0,60,20.0,Rhodotorula mucilaginosa,24.0,0.0,27076.0,15.35715341666925,21
299.0,60,25.0,Rhodotorula mucilaginosa,30.0,0.0,17512.0,17.073976662824744,23
299.0,60,30.0,Rhodotorula mucilaginosa,30.0,0.0,13818.0,11.266915372696168,14
300.0,6,0.0,Rhodotorula mucilaginosa,36.0,,129306.0,4.21642302942156,20
300.0,6,5.0,Rhodotorula mucilaginosa,42.0,42.0,40889.0,12.66862071752853,20
300.0,6,10.0,Rhodotorula mucilaginosa,42.0,0.0,38861.0,11.032280646370786,20
300.0,6,15.0,Rhodotorula mucilaginosa,42.0,0.0,35743.0,10.219019971166247,20
300.0,6,20.0,Rhodotorula mucilaginosa,42.0,0.0,34936.0,14.953111576979651,18
300.0,6,25.0,Rhodotorula mucilaginosa,42.0,0.0,32500.0,17.558298187691328,22
300.0,6,30.0,Rhodotorula mucilaginosa,36.0,6.0,24691.0,13.243247157369588,19
300.0,13,0.0,Rhodotorula mucilaginosa,24.0,42.0,48172.0,12.060882292264692,20
300.0,13,5.0,Rhodotorula mucilaginosa,30.0,42.0,57276.0,13.330045552621618,20
300.0,13,10.0,Rhodotorula mucilaginosa,30.0,0.0,56672.0,11.901086480116684,20
300.0,13,15.0,Rhodotorula mucilaginosa,24.0,0.0,50473.0,10.86659612099584,20
300.0,13,20.0,Rhodotorula mucilaginosa,30.0,0.0,44517.0,14.839515341458934,20
300.0,13,25.0,Rhodotorula mucilaginosa,30.0,0.0,42156.0,15.632924516971627,20
300.0,13,30.0,Rhodotorula mucilaginosa,24.0,0.0,30605.0,11.437774449209456,20
300.0,47,0.0,Rhodotorula mucilaginosa,36.0,54.0,26524.0,10.769837823863185,20
300.0,47,5.0,Rhodotorula mucilaginosa,12.0,48.0,39621.0,14.232625161991752,12
300.0,47,10.0,Rhodotorula mucilaginosa,18.0,0.0,47944.0,12.81683596371511,20
300.0,47,15.0,Rhodotorula mucilaginosa,18.0,0.0,53283.0,11.084344674506877,20
300.0,47,20.0,Rhodotorula mucilaginosa,18.0,0.0,44660.0,10.600383423949133,19
300.0,47,25.0,Rhodotorula mucilaginosa,6.0,6.0,37392.0,16.97088613510424,18
300.0,47,30.0,Rhodotorula mucilaginosa,12.0,0.0,42358.0,12.652305400390102,20
300.0,74,0.0,Rhodotorula mucilaginosa,36.0,42.0,41195.0,11.24779333691924,20
300.0,74,5.0,Rhodotorula mucilaginosa,36.0,42.0,50572.0,13.792782091119342,20
300.0,74,20.0,Rhodotorula mucilaginosa,24.0,0.0,26114.0,14.931846320734834,11
300.0,74,25.0,Rhodotorula mucilaginosa,6.0,0.0,3441.0,17.452434278872794,8
300.0,74,30.0,Rhodotorula mucilaginosa,18.0,0.0,6480.0,17.255480649877697,33
301.0,43,0.0,Rhodotorula paludigena,30.0,54.0,39684.0,9.83731210541558,20
301.0,43,5.0,Rhodotorula paludigena,30.0,36.0,37596.0,12.788866518106497,20
301.0,43,10.0,Rhodotorula paludigena,36.0,0.0,42234.0,10.815986212035746,20
301.0,43,15.0,Rhodotorula paludigena,42.0,0.0,33357.0,9.73460461312276,20
301.0,43,20.0,Rhodotorula paludigena,0.0,0.0,6317.0,15.679507142985804,17
301.0,43,25.0,Rhodotorula paludigena,42.0,0.0,25404.0,16.499645920937922,20
301.0,43,30.0,Rhodotorula paludigena,90.0,0.0,13418.0,13.580204787281437,10
301.0,48,0.0,Rhodotorula paludigena,30.0,48.0,28937.0,10.131823840366756,18
301.0,48,5.0,Rhodotorula paludigena,24.0,36.0,16815.0,13.26149918808484,14
301.0,48,10.0,Rhodotorula paludigena,24.0,0.0,17285.0,13.269985646576949,24
301.0,48,15.0,Rhodotorula paludigena,36.0,0.0,25796.0,10.849703024078202,23
301.0,48,20.0,Rhodotorula paludigena,30.0,0.0,15170.0,17.024351347349484,41
301.0,48,25.0,Rhodotorula paludigena,60.0,0.0,12213.5,17.722694434524385,39
301.0,48,30.0,Rhodotorula paludigena,0.0,0.0,303.5,18.09701622941857,7
302.0,18,0.0,Rhodotorula sp. clade XI,36.0,,58161.0,5.325036068159957,20
302.0,18,5.0,Rhodotorula sp. clade XI,30.0,78.0,54463.0,8.560793979344423,20
302.0,18,10.0,Rhodotorula sp. clade XI,24.0,0.0,41865.0,10.15015339004898,20
302.0,18,15.0,Rhodotorula sp. clade XI,18.0,0.0,37144.0,10.080323857805393,20
302.0,18,20.0,Rhodotorula sp. clade XI,24.0,0.0,29242.0,16.395125295583604,21
302.0,18,25.0,Rhodotorula sp. clade XI,12.0,0.0,27339.0,17.536670336837293,21
302.0,18,30.0,Rhodotorula sp. clade XI,24.0,0.0,10997.0,17.146857555115727,22
302.0,49,0.0,Rhodotorula sp. clade XI,42.0,,44596.0,5.485110694497223,40
302.0,49,5.0,Rhodotorula sp. clade XI,48.0,60.0,50524.5,12.623702981116395,38
302.0,49,10.0,Rhodotorula sp. clade XI,42.0,0.0,23356.0,10.55303207229638,41
302.0,49,15.0,Rhodotorula sp. clade XI,42.0,0.0,19369.0,12.040986381728246,39
302.0,49,20.0,Rhodotorula sp. clade XI,36.0,0.0,19284.0,16.486392593388302,41
302.0,49,25.0,Rhodotorula sp. clade XI,24.0,0.0,9294.0,17.521311107763967,55
302.0,49,30.0,Rhodotorula sp. clade XI,6.0,0.0,6283.5,16.27918037357653,40
302.0,71,0.0,Rhodotorula sp. clade XI,36.0,,58654.0,5.068307453551626,20
302.0,71,5.0,Rhodotorula sp. clade XI,24.0,72.0,56823.0,9.163070327315776,20
302.0,71,10.0,Rhodotorula sp. clade XI,18.0,0.0,46239.0,10.355678295766287,20
302.0,71,15.0,Rhodotorula sp. clade XI,18.0,0.0,40462.0,10.021134491077516,20
302.0,71,20.0,Rhodotorula sp. clade XI,24.0,0.0,34600.0,14.243033847257651,8
302.0,71,25.0,Rhodotorula sp. clade XI,12.0,0.0,17252.0,15.46922759372056,11
302.0,71,30.0,Rhodotorula sp. clade XI,24.0,0.0,34347.0,13.943851112990332,20
303.0,29,0.0,Rhodotorula mucilaginosa,30.0,48.0,38620.0,11.186385706260756,20
303.0,29,5.0,Rhodotorula mucilaginosa,36.0,60.0,45021.0,9.426152361574747,20
303.0,29,20.0,Rhodotorula mucilaginosa,18.0,0.0,24858.0,14.523024684213492,11
303.0,29,25.0,Rhodotorula mucilaginosa,0.0,0.0,7985.0,16.63101959255298,7
303.0,29,30.0,Rhodotorula mucilaginosa,6.0,0.0,9970.0,16.48572523718506,6
303.0,40,0.0,Rhodotorula mucilaginosa,54.0,84.0,23370.0,9.273476857477815,15
303.0,40,5.0,Rhodotorula mucilaginosa,54.0,72.0,24593.0,9.972346983695802,16
303.0,40,10.0,Rhodotorula mucilaginosa,54.0,0.0,23148.0,10.059306447723085,19
303.0,40,15.0,Rhodotorula mucilaginosa,48.0,0.0,21107.0,11.195084389575646,18
303.0,40,20.0,Rhodotorula mucilaginosa,114.0,0.0,21426.0,17.259562077940657,17
303.0,40,25.0,Rhodotorula mucilaginosa,36.0,0.0,9627.0,17.363831851967536,15
303.0,40,30.0,Rhodotorula mucilaginosa,42.0,0.0,16081.0,17.85511327561231,20
303.0,50,0.0,Rhodotorula mucilaginosa,42.0,66.0,26201.0,10.450283904355086,20
303.0,50,5.0,Rhodotorula mucilaginosa,42.0,42.0,45936.0,14.733793458073984,20
303.0,50,10.0,Rhodotorula mucilaginosa,36.0,0.0,47509.0,11.131574513392954,20
303.0,50,15.0,Rhodotorula mucilaginosa,36.0,12.0,38091.0,9.156181717425396,18
303.0,50,20.0,Rhodotorula mucilaginosa,30.0,0.0,31794.0,13.14953967670706,19
303.0,50,25.0,Rhodotorula mucilaginosa,18.0,0.0,21091.0,17.33957718395435,25
303.0,50,30.0,Rhodotorula mucilaginosa,18.0,0.0,19934.0,15.153116366576404,20
303.0,55,0.0,Rhodotorula mucilaginosa,36.0,54.0,36609.0,10.921586191864511,20
303.0,55,5.0,Rhodotorula mucilaginosa,36.0,60.0,38433.0,9.891126133653216,20
303.0,55,10.0,Rhodotorula mucilaginosa,36.0,0.0,66957.0,14.3532796695565,20
303.0,55,15.0,Rhodotorula mucilaginosa,30.0,0.0,56106.0,13.980425183052958,20
303.0,55,20.0,Rhodotorula mucilaginosa,42.0,6.0,34539.0,11.468825969319845,17
303.0,55,25.0,Rhodotorula mucilaginosa,24.0,0.0,25727.0,17.61787510913907,20
303.0,55,30.0,Rhodotorula mucilaginosa,18.0,0.0,27818.0,14.333816914625675,20
304.0,2,0.0,Rhodotorula mucilaginosa,36.0,54.0,41800.0,10.33675298374028,20
304.0,2,5.0,Rhodotorula mucilaginosa,42.0,42.0,48403.0,14.333180105099188,20
304.0,2,10.0,Rhodotorula mucilaginosa,42.0,0.0,49268.0,12.230588100254192,20
304.0,2,15.0,Rhodotorula mucilaginosa,36.0,6.0,46282.0,10.719982056354048,19
304.0,2,20.0,Rhodotorula mucilaginosa,36.0,0.0,42619.0,17.009588011995994,21
304.0,2,25.0,Rhodotorula mucilaginosa,36.0,0.0,27964.0,16.88527043948742,20
304.0,2,30.0,Rhodotorula mucilaginosa,42.0,0.0,8063.0,13.93628001269569,20
304.0,42,0.0,Rhodotorula mucilaginosa,36.0,42.0,50661.0,12.093127824011434,20
304.0,42,5.0,Rhodotorula mucilaginosa,36.0,42.0,58020.0,15.404568294433462,20
304.0,42,10.0,Rhodotorula mucilaginosa,0.0,0.0,7555.0,8.924489380151128,6
304.0,42,20.0,Rhodotorula mucilaginosa,42.0,0.0,42348.0,14.918861162559082,18
304.0,42,30.0,Rhodotorula mucilaginosa,18.0,0.0,8483.0,14.579075023693896,16
304.0,51,0.0,Rhodotorula mucilaginosa,30.0,48.0,48261.0,11.038085320190904,20
304.0,51,5.0,Rhodotorula mucilaginosa,12.0,36.0,36950.0,13.497393848305665,20
304.0,51,10.0,Rhodotorula mucilaginosa,6.0,0.0,11575.0,9.06370799415386,20
304.0,51,15.0,Rhodotorula mucilaginosa,36.0,0.0,51351.0,10.363799814206798,20
304.0,51,20.0,Rhodotorula mucilaginosa,12.0,0.0,46369.0,11.298693190698303,19
304.0,51,25.0,Rhodotorula mucilaginosa,0.0,0.0,7728.0,16.694271231906683,21
304.0,51,30.0,Rhodotorula mucilaginosa,6.0,0.0,21101.0,12.768295686573325,20
304.0,56,0.0,Rhodotorula mucilaginosa,0.0,72.0,63536.5,9.781320567382885,22
304.0,56,5.0,Rhodotorula mucilaginosa,42.0,42.0,48887.0,14.636498570687165,19
304.0,56,10.0,Rhodotorula mucilaginosa,0.0,0.0,44435.0,10.657823680141522,21
304.0,56,15.0,Rhodotorula mucilaginosa,36.0,6.0,36388.0,10.8225861318995,19
304.0,56,20.0,Rhodotorula mucilaginosa,0.0,0.0,931121.0,16.616729641561545,20
304.0,56,25.0,Rhodotorula mucilaginosa,24.0,0.0,20405.0,17.458226327753593,44
304.0,56,30.0,Rhodotorula mucilaginosa,42.0,6.0,16615.0,17.106422021894694,24
305.0,19,0.0,,24.0,42.0,52285.0,10.70553311095302,20
305.0,19,5.0,,24.0,36.0,61919.0,13.93829680279475,20
305.0,19,10.0,,24.0,0.0,64598.0,12.32939729613871,20
305.0,19,15.0,,18.0,6.0,56098.0,10.800862569103074,20
305.0,19,20.0,,18.0,0.0,54469.0,15.130827713517148,20
305.0,19,25.0,,18.0,0.0,39687.0,16.346633430307826,21
305.0,19,30.0,,24.0,0.0,17502.0,11.99480247077836,20
305.0,29,0.0,,24.0,42.0,55015.0,10.75154888647616,20
305.0,29,5.0,,30.0,36.0,61176.0,14.369148863516305,20
305.0,29,10.0,,0.0,0.0,10244.0,9.379602344124526,6
305.0,29,20.0,,30.0,0.0,47174.0,14.439944489427486,18
305.0,29,25.0,,6.0,0.0,2884.0,18.23793939475464,6
305.0,29,30.0,,0.0,0.0,11689.0,12.164360325180596,16
305.0,52,0.0,,48.0,,140365.0,5.223269099285971,20
305.0,52,5.0,,12.0,36.0,35636.0,12.874520932728272,10
305.0,52,15.0,,30.0,12.0,55437.0,9.865712439339871,19
305.0,52,20.0,,18.0,0.0,39201.0,10.319253067737687,12
305.0,52,25.0,,0.0,0.0,6941.0,16.727609870486198,6
305.0,52,30.0,,0.0,0.0,18878.0,10.974073189974291,20
305.0,77,0.0,,24.0,42.0,57312.0,10.301358355840575,20
305.0,77,5.0,,30.0,36.0,60490.0,14.161301015473166,20
305.0,77,20.0,,18.0,0.0,31820.0,14.369820573763654,11
305.0,77,25.0,,12.0,0.0,7193.0,17.412378948213494,12
306.0,15,0.0,,30.0,42.0,41500.0,12.324385688317184,20
306.0,15,5.0,,36.0,36.0,50213.0,12.561099181485368,20
306.0,15,10.0,,36.0,0.0,45718.0,12.765025453525706,20
306.0,15,15.0,,36.0,0.0,45471.0,11.993535170540568,20
306.0,15,20.0,,42.0,0.0,37662.0,16.0528822388064,18
306.0,15,25.0,,36.0,0.0,36964.0,17.354451690229293,28
306.0,15,30.0,,24.0,0.0,28586.0,14.339670072343068,20
306.0,50,0.0,,36.0,36.0,43474.0,12.993763954074856,20
306.0,50,5.0,,36.0,36.0,50960.0,13.11561883337845,20
306.0,50,20.0,,0.0,0.0,88669.5,16.55395216672407,12
306.0,50,25.0,,12.0,0.0,1571.0,17.358962953323,13
306.0,50,30.0,,12.0,0.0,2726.0,17.188523339700755,19
306.0,53,0.0,,24.0,36.0,44629.0,12.608825042748611,20
306.0,53,5.0,,18.0,30.0,35167.0,11.953269310160856,10
306.0,53,15.0,,30.0,0.0,52638.0,12.205296476112618,19
306.0,53,20.0,,36.0,0.0,27522.0,10.634101915046523,12
306.0,53,30.0,,12.0,0.0,34383.0,12.49356789729494,20
306.0,56,0.0,,48.0,54.0,30808.0,11.17489422971263,20
306.0,56,5.0,,42.0,36.0,49487.0,11.975935902309468,20
306.0,56,10.0,,42.0,0.0,42474.0,12.445541505385332,20
306.0,56,15.0,,36.0,0.0,40866.0,11.59933863848266,20
306.0,56,20.0,,36.0,0.0,38486.0,17.35296469414211,20
306.0,56,25.0,,24.0,0.0,19070.0,17.405078246147454,16
306.0,56,30.0,,24.0,6.0,23282.0,14.287952030913502,13
307.0,35,0.0,Rhodotorula mucilaginosa,30.0,42.0,43918.0,12.889696045308112,20
307.0,35,5.0,Rhodotorula mucilaginosa,36.0,42.0,55841.0,11.2066051251047,20
307.0,35,10.0,Rhodotorula mucilaginosa,42.0,0.0,46139.0,9.303726696635394,20
307.0,35,15.0,Rhodotorula mucilaginosa,36.0,0.0,42001.0,9.002566260773857,20
307.0,35,20.0,Rhodotorula mucilaginosa,42.0,0.0,34045.0,15.706317142059335,19
307.0,35,25.0,Rhodotorula mucilaginosa,36.0,0.0,23031.0,16.553743621427326,21
307.0,35,30.0,Rhodotorula mucilaginosa,30.0,0.0,23220.0,12.401811486167192,20
307.0,37,0.0,Rhodotorula mucilaginosa,36.0,42.0,41320.5,12.508978181047175,40
307.0,37,5.0,Rhodotorula mucilaginosa,36.0,42.0,54770.0,11.727467949581271,40
307.0,37,10.0,Rhodotorula mucilaginosa,36.0,0.0,49273.0,10.488564093865229,40
307.0,37,15.0,Rhodotorula mucilaginosa,30.0,0.0,46608.5,9.849732515017278,42
307.0,37,20.0,Rhodotorula mucilaginosa,42.0,0.0,39575.5,13.760858252341126,38
307.0,37,25.0,Rhodotorula mucilaginosa,30.0,0.0,34557.5,17.26957432531784,51
307.0,37,30.0,Rhodotorula mucilaginosa,30.0,0.0,23829.0,17.13008215662772,42
307.0,55,0.0,Rhodotorula mucilaginosa,36.0,48.0,32189.0,11.42234471320742,20
307.0,55,5.0,Rhodotorula mucilaginosa,36.0,42.0,55501.0,14.580019586473348,20
307.0,55,10.0,Rhodotorula mucilaginosa,30.0,0.0,56208.0,11.897292001044775,20
307.0,55,15.0,Rhodotorula mucilaginosa,36.0,0.0,49934.0,9.086838075468538,20
307.0,55,20.0,Rhodotorula mucilaginosa,42.0,0.0,48499.0,10.814811639180103,19
307.0,55,25.0,Rhodotorula mucilaginosa,0.0,0.0,643482.5,17.43923399225558,20
307.0,55,30.0,Rhodotorula mucilaginosa,18.0,0.0,32095.0,15.379051977465044,20
308.0,24,0.0,Rhodotorula mucilaginosa,48.0,72.0,27360.0,8.926172956435147,20
308.0,24,5.0,Rhodotorula mucilaginosa,36.0,54.0,37404.0,9.803492011107384,20
308.0,24,10.0,Rhodotorula mucilaginosa,36.0,0.0,33170.0,9.282167772168377,20
308.0,24,15.0,Rhodotorula mucilaginosa,36.0,0.0,29621.0,9.8304583092358,20
308.0,24,20.0,Rhodotorula mucilaginosa,36.0,0.0,23936.0,16.998028152320284,21
308.0,24,25.0,Rhodotorula mucilaginosa,36.0,0.0,17317.0,17.515258629557987,26
308.0,24,30.0,Rhodotorula mucilaginosa,48.0,0.0,19983.0,17.331765993199916,21
308.0,56,0.0,Rhodotorula mucilaginosa,0.0,66.0,143561.0,9.527756185702732,25
308.0,56,5.0,Rhodotorula mucilaginosa,36.0,42.0,32589.0,11.899635286240612,20
308.0,56,10.0,Rhodotorula mucilaginosa,0.0,0.0,60874.5,10.23843480811774,21
308.0,56,15.0,Rhodotorula mucilaginosa,36.0,0.0,30403.0,11.203596313496602,20
308.0,56,20.0,Rhodotorula mucilaginosa,30.0,6.0,18832.0,12.758624073540563,18
308.0,56,25.0,Rhodotorula mucilaginosa,6.0,6.0,7659.0,17.223232505488994,18
308.0,56,30.0,Rhodotorula mucilaginosa,12.0,0.0,11202.0,17.007379461319967,20
308.0,63,0.0,Rhodotorula mucilaginosa,42.0,66.0,32724.0,9.344431837591822,20
308.0,63,5.0,Rhodotorula mucilaginosa,24.0,48.0,50703.0,10.50357913631271,20
308.0,63,10.0,Rhodotorula mucilaginosa,12.0,0.0,38731.0,9.496452352680272,20
308.0,63,15.0,Rhodotorula mucilaginosa,18.0,0.0,41203.0,10.343620576831484,20
308.0,63,20.0,Rhodotorula mucilaginosa,18.0,0.0,34874.0,16.32262377116742,19
308.0,63,25.0,Rhodotorula mucilaginosa,30.0,0.0,37763.0,16.194186072943843,20
308.0,63,30.0,Rhodotorula mucilaginosa,54.0,0.0,33626.0,13.17760218927737,20
308.0,71,0.0,Rhodotorula mucilaginosa,30.0,54.0,38296.0,10.392718768188544,20
308.0,71,5.0,Rhodotorula mucilaginosa,24.0,48.0,51774.0,10.35593096386492,20
308.0,71,20.0,Rhodotorula mucilaginosa,12.0,0.0,27669.0,14.574369263598305,11
308.0,71,25.0,Rhodotorula mucilaginosa,12.0,6.0,6545.0,17.618800759215606,15
308.0,71,30.0,Rhodotorula mucilaginosa,0.0,0.0,5562.0,17.10118092736893,15
309.0,7,0.0,Rhodotorula mucilaginosa,48.0,66.0,27601.0,10.478055290039048,18
309.0,7,5.0,Rhodotorula mucilaginosa,48.0,48.0,59698.0,12.726294151949304,20
309.0,7,10.0,Rhodotorula mucilaginosa,48.0,0.0,44270.0,10.714309806298678,20
309.0,7,15.0,Rhodotorula mucilaginosa,42.0,6.0,31189.0,9.587535852552287,19
309.0,7,20.0,Rhodotorula mucilaginosa,42.0,0.0,24440.0,16.328693332460354,20
309.0,7,25.0,Rhodotorula mucilaginosa,42.0,0.0,18306.0,17.408852237074424,24
309.0,7,30.0,Rhodotorula mucilaginosa,48.0,0.0,9536.0,14.358713973728891,20
309.0,14,0.0,Rhodotorula mucilaginosa,30.0,60.0,38272.0,10.66669480382135,20
309.0,14,5.0,Rhodotorula mucilaginosa,36.0,42.0,71479.0,13.24940939176206,20
309.0,14,10.0,Rhodotorula mucilaginosa,30.0,0.0,46260.0,11.010440227269754,21
309.0,14,15.0,Rhodotorula mucilaginosa,24.0,6.0,39281.0,10.041274546110715,20
309.0,14,20.0,Rhodotorula mucilaginosa,30.0,0.0,29259.0,14.516522502636938,20
309.0,14,25.0,Rhodotorula mucilaginosa,24.0,0.0,23435.0,17.611789610270854,29
309.0,14,30.0,Rhodotorula mucilaginosa,0.0,0.0,11977.0,17.164157798638517,20
